name,coordinates
Red brown,#A52A2A
Red violet,#C71585
Rich black,#004040
#004040,#004040
Rich carmine,#D70040
#d70040,#D70040
Rich electric blue,#0892D0
#0892d0,#0892D0
Rich lilac,#B666D2
#b666d2,#B666D2
Rich maroon,#B03060
#b03060,#B03060
Rifle green,#414833
#414833,#414833
Robin&#039;s Egg Blue,#1FCECB
#1fcecb,#1FCECB
Rose,#FF007F
Rose bonbon,#F9429E
#f9429e,#F9429E
Rose ebony,#674846
#674846,#674846
Rose gold,#B76E79
#b76e79,#B76E79
Rose madder,#E32636
Rose pink,#FF66CC
#ff66cc,#FF66CC
Rose quartz,#AA98A9
#aa98a9,#AA98A9
Rose taupe,#905D5D
#905d5d,#905D5D
Rose vale,#AB4E52
#ab4e52,#AB4E52
Rosewood,#65000B
#65000b,#65000B
Rosso corsa,#D40000
#d40000,#D40000
Rosy brown,#BC8F8F
#bc8f8f,#BC8F8F
Royal azure,#0038A8
#0038a8,#0038A8
Royal blue,#4169E1
#4169e1,#4169E1
Royal fuchsia,#CA2C92
#ca2c92,#CA2C92
Royal purple,#7851A9
#7851a9,#7851A9
Ruby,#E0115F
#e0115f,#E0115F
Ruddy,#FF0028
#ff0028,#FF0028
Ruddy brown,#BB6528
#bb6528,#BB6528
Ruddy pink,#E18E96
#e18e96,#E18E96
Rufous,#A81C07
#a81c07,#A81C07
Russet,#80461B
#80461b,#80461B
Rust,#B7410E
#b7410e,#B7410E
Sacramento State green,#00563F
#00563f,#00563F
Saddle brown,#8B4513
#8b4513,#8B4513
Safety orange,#FF6700
#ff6700,#FF6700
Saffron,#F4C430
#f4c430,#F4C430
Saint Patrick Blue,#23297A
#23297a,#23297A
Salmon,#FF8C69
#ff8c69,#FF8C69
Salmon pink,#FF91A4
#ff91a4,#FF91A4
Sand,#C2B280
Sand dune,#967117
Sandstorm,#ECD540
#ecd540,#ECD540
Sandy brown,#F4A460
#f4a460,#F4A460
Sandy taupe,#967117
Sap green,#507D2A
#507d2a,#507D2A
Sapphire,#0F52BA
#0f52ba,#0F52BA
Satin sheen gold,#CBA135
#cba135,#CBA135
Scarlet,#FF2400
#ff2400,#FF2400
School bus yellow,#FFD800
#ffd800,#FFD800
Screamin Green,#76FF7A
#76ff7a,#76FF7A
Sea blue,#006994
#006994,#006994
Sea green,#2E8B57
#2e8b57,#2E8B57
Seal brown,#321414
#321414,#321414
Seashell,#FFF5EE
#fff5ee,#FFF5EE
Selective yellow,#FFBA00
#ffba00,#FFBA00
Sepia,#704214
#704214,#704214
Shadow,#8A795D
#8a795d,#8A795D
Shamrock,#45CEA2
#45cea2,#45CEA2
Shamrock green,#009E60
#009e60,#009E60
Shocking pink,#FC0FC0
#fc0fc0,#FC0FC0
Sienna,#882D17
#882d17,#882D17
Silver,#C0C0C0
#c0c0c0,#C0C0C0
Sinopia,#CB410B
#cb410b,#CB410B
Skobeloff,#007474
#007474,#007474
Sky blue,#87CEEB
#87ceeb,#87CEEB
Sky magenta,#CF71AF
#cf71af,#CF71AF
Slate blue,#6A5ACD
#6a5acd,#6A5ACD
Slate gray,#708090
#708090,#708090
Smalt,#003399
Smokey topaz,#933D41
#933d41,#933D41
Smoky black,#100C08
#100c08,#100C08
Snow,#FFFAFA
#fffafa,#FFFAFA
Spiro Disco Ball,#0FC0FC
#0fc0fc,#0FC0FC
Spring bud,#A7FC00
#a7fc00,#A7FC00
Spring green,#00FF7F
Steel blue,#4682B4
#4682b4,#4682B4
Stil de grain yellow,#FADA5E
Stizza,#990000
Stormcloud,#008080
#008080,#008080
Straw,#E4D96F
#e4d96f,#E4D96F
Sunglow,#FFCC33
#ffcc33,#FFCC33
Sunset,#FAD6A5
Sunset Orange,#FD5E53
#fd5e53,#FD5E53
Tan,#D2B48C
#d2b48c,#D2B48C
Tangelo,#F94D00
#f94d00,#F94D00
Tangerine,#F28500
#f28500,#F28500
Tangerine yellow,#FFCC00
#ffcc00,#FFCC00
Taupe,#483C32
Taupe gray,#8B8589
#8b8589,#8B8589
Tawny,#CD5700
#cd5700,#CD5700
Tea green,#D0F0C0
#d0f0c0,#D0F0C0
Tea rose,#F4C2C2
Teal,#008080
Teal blue,#367588
#367588,#367588
Teal green,#006D5B
#006d5b,#006D5B
Terra cotta,#E2725B
#e2725b,#E2725B
Thistle,#D8BFD8
#d8bfd8,#D8BFD8
Thulian pink,#DE6FA1
#de6fa1,#DE6FA1
Tickle Me Pink,#FC89AC
#fc89ac,#FC89AC
Tiffany Blue,#0ABAB5
#0abab5,#0ABAB5
Tiger eye,#E08D3C
#e08d3c,#E08D3C
Timberwolf,#DBD7D2
#dbd7d2,#DBD7D2
Titanium yellow,#EEE600
#eee600,#EEE600
Tomato,#FF6347
#ff6347,#FF6347
Toolbox,#746CC0
#746cc0,#746CC0
Topaz,#FFC87C
#ffc87c,#FFC87C
Tractor red,#FD0E35
#fd0e35,#FD0E35
Trolley Grey,#808080
Tropical rain forest,#00755E
#00755e,#00755E
True Blue,#0073CF
#0073cf,#0073CF
Tufts Blue,#417DC1
#417dc1,#417DC1
Tumbleweed,#DEAA88
#deaa88,#DEAA88
Turkish rose,#B57281
#b57281,#B57281
Turquoise,#30D5C8
#30d5c8,#30D5C8
Turquoise blue,#00FFEF
#00ffef,#00FFEF
Turquoise green,#A0D6B4
#a0d6b4,#A0D6B4
Tuscan red,#66424D
#66424d,#66424D
Twilight lavender,#8A496B
#8a496b,#8A496B
Tyrian purple,#66023C
#66023c,#66023C
UA blue,#0033AA
#0033aa,#0033AA
UA red,#D9004C
#d9004c,#D9004C
UCLA Blue,#536895
#536895,#536895
UCLA Gold,#FFB300
#ffb300,#FFB300
UFO Green,#3CD070
#3cd070,#3CD070
UP Forest green,#014421
#014421,#014421
UP Maroon,#7B1113
#7b1113,#7B1113
USC Cardinal,#990000
USC Gold,#FFCC00
Ube,#8878C3
#8878c3,#8878C3
Ultra pink,#FF6FFF
#ff6fff,#FF6FFF
Ultramarine,#120A8F
#120a8f,#120A8F
Ultramarine blue,#4166F5
#4166f5,#4166F5
Umber,#635147
#635147,#635147
United Nations blue,#5B92E5
#5b92e5,#5B92E5
University of California Gold,#B78727
#b78727,#B78727
Unmellow Yellow,#FFFF66
#ffff66,#FFFF66
Upsdell red,#AE2029
#ae2029,#AE2029
Urobilin,#E1AD21
#e1ad21,#E1AD21
Utah Crimson,#D3003F
#d3003f,#D3003F
Vanilla,#F3E5AB
Vegas gold,#C5B358
#c5b358,#C5B358
Venetian red,#C80815
#c80815,#C80815
Verdigris,#43B3AE
#43b3ae,#43B3AE
Vermilion,#E34234
Veronica,#A020F0
#a020f0,#A020F0
Violet,#EE82EE
Violet Blue,#324AB2
#324ab2,#324AB2
Violet Red,#F75394
#f75394,#F75394
Viridian,#40826D
#40826d,#40826D
Vivid auburn,#922724
#922724,#922724
Vivid burgundy,#9F1D35
#9f1d35,#9F1D35
Vivid cerise,#DA1D81
#da1d81,#DA1D81
Vivid tangerine,#FFA089
#ffa089,#FFA089
Vivid violet,#9F00FF
#9f00ff,#9F00FF
Warm black,#004242
#004242,#004242
Waterspout,#00FFFF
Wenge,#645452
#645452,#645452
Wheat,#F5DEB3
#f5deb3,#F5DEB3
White,#FFFFFF
#ffffff,#FFFFFF
White smoke,#F5F5F5
#f5f5f5,#F5F5F5
Wild Strawberry,#FF43A4
#ff43a4,#FF43A4
Wild Watermelon,#FC6C85
#fc6c85,#FC6C85
Wild blue yonder,#A2ADD0
#a2add0,#A2ADD0
Wine,#722F37
#722f37,#722F37
Wisteria,#C9A0DC
#c9a0dc,#C9A0DC
Xanadu,#738678
#738678,#738678
Yale Blue,#0F4D92
#0f4d92,#0F4D92
Yellow,#FFFF00
Yellow Orange,#FFAE42
#ffae42,#FFAE42
Yellow green,#9ACD32
#9acd32,#9ACD32
Zaffre,#0014A8
#0014a8,#0014A8
Zinnwaldite brown,#2C1608
#2c1608,#2C1608
